week,date,day,shift,slot,legacy_slot,company,tier,company_id
4,2026-07-29,الأربعاء,الفترة الصباحية,7,7,شركة الين للادوية,B,891283e0-9961-4a22-956a-60b6ae28f718
1,2026-07-08,الأربعاء,الفترة الصباحية,8,8,عدينة فارما للأدوية,B,d287b889-a173-4bc8-b34d-7d5fc8bbf7f8
2,2026-07-15,الأربعاء,الفترة الصباحية,8,8,عدينة فارما للأدوية,B,d287b889-a173-4bc8-b34d-7d5fc8bbf7f8
3,2026-07-22,الأربعاء,الفترة الصباحية,8,8,عدينة فارما للأدوية,B,d287b889-a173-4bc8-b34d-7d5fc8bbf7f8
4,2026-07-29,الأربعاء,الفترة الصباحية,8,8,عدينة فارما للأدوية,B,d287b889-a173-4bc8-b34d-7d5fc8bbf7f8
1,2026-07-08,الأربعاء,الفترة الصباحية,9,9,مؤسسة العنتري للأدوية,B,f1ac8382-339f-4528-a531-5e72466939a6
2,2026-07-15,الأربعاء,الفترة الصباحية,9,9,مؤسسة العنتري للأدوية,B,f1ac8382-339f-4528-a531-5e72466939a6
3,2026-07-22,الأربعاء,الفترة الصباحية,9,9,مؤسسة العنتري للأدوية,B,f1ac8382-339f-4528-a531-5e72466939a6
4,2026-07-29,الأربعاء,الفترة الصباحية,9,9,مؤسسة العنتري للأدوية,B,f1ac8382-339f-4528-a531-5e72466939a6
1,2026-07-08,الأربعاء,الفترة الصباحية,10,10,مجموعة النمر للتجارة,B,6be4f84e-bb08-4763-ad52-9400f5cd460a
2,2026-07-15,الأربعاء,الفترة الصباحية,10,10,مجموعة النمر للتجارة,B,6be4f84e-bb08-4763-ad52-9400f5cd460a
3,2026-07-22,الأربعاء,الفترة الصباحية,10,10,مجموعة النمر للتجارة,B,6be4f84e-bb08-4763-ad52-9400f5cd460a
4,2026-07-29,الأربعاء,الفترة الصباحية,10,10,مجموعة النمر للتجارة,B,6be4f84e-bb08-4763-ad52-9400f5cd460a
1,2026-07-08,الأربعاء,الفترة الصباحية,11,1,منير علي للاستيراد,B,7b6ad3e9-b684-456d-90eb-a5fd47704df1
2,2026-07-15,الأربعاء,الفترة الصباحية,11,1,منير علي للاستيراد,B,7b6ad3e9-b684-456d-90eb-a5fd47704df1
3,2026-07-22,الأربعاء,الفترة الصباحية,11,1,منير علي للاستيراد,B,7b6ad3e9-b684-456d-90eb-a5fd47704df1
4,2026-07-29,الأربعاء,الفترة الصباحية,11,1,منير علي للاستيراد,B,7b6ad3e9-b684-456d-90eb-a5fd47704df1
1,2026-07-08,الأربعاء,الفترة المسائية,1,1,الجزيرة والخليج,B,0d9b068c-31d0-4b56-80de-e7d909e397fd
2,2026-07-15,الأربعاء,الفترة المسائية,1,1,الجزيرة والخليج,B,0d9b068c-31d0-4b56-80de-e7d909e397fd
3,2026-07-22,الأربعاء,الفترة المسائية,1,1,الجزيرة والخليج,B,0d9b068c-31d0-4b56-80de-e7d909e397fd
4,2026-07-29,الأربعاء,الفترة المسائية,1,1,الجزيرة والخليج,B,0d9b068c-31d0-4b56-80de-e7d909e397fd
1,2026-07-08,الأربعاء,الفترة المسائية,2,2,العبير فارما,A,2a014c59-2388-4b48-a9f6-177b78123fdd
2,2026-07-15,الأربعاء,الفترة المسائية,2,2,العبير فارما,A,2a014c59-2388-4b48-a9f6-177b78123fdd
3,2026-07-22,الأربعاء,الفترة المسائية,2,2,العبير فارما,A,2a014c59-2388-4b48-a9f6-177b78123fdd
4,2026-07-29,الأربعاء,الفترة المسائية,2,2,العبير فارما,A,2a014c59-2388-4b48-a9f6-177b78123fdd
1,2026-07-08,الأربعاء,الفترة المسائية,3,3,الميدان للأدوية,A,8423cee6-f6a2-43f0-8d07-ed12a93009a5
2,2026-07-15,الأربعاء,الفترة المسائية,3,3,الميدان للأدوية,A,8423cee6-f6a2-43f0-8d07-ed12a93009a5
3,2026-07-22,الأربعاء,الفترة المسائية,3,3,الميدان للأدوية,A,8423cee6-f6a2-43f0-8d07-ed12a93009a5
4,2026-07-29,الأربعاء,الفترة المسائية,3,3,الميدان للأدوية,A,8423cee6-f6a2-43f0-8d07-ed12a93009a5
1,2026-07-08,الأربعاء,الفترة المسائية,4,4,توكيلات اليمامة للأدوية,B,5273b0a3-e69a-45cb-91ef-535ec6a502c7
2,2026-07-15,الأربعاء,الفترة المسائية,4,4,توكيلات اليمامة للأدوية,B,5273b0a3-e69a-45cb-91ef-535ec6a502c7
3,2026-07-22,الأربعاء,الفترة المسائية,4,4,توكيلات اليمامة للأدوية,B,5273b0a3-e69a-45cb-91ef-535ec6a502c7
4,2026-07-29,الأربعاء,الفترة المسائية,4,4,توكيلات اليمامة للأدوية,B,5273b0a3-e69a-45cb-91ef-535ec6a502c7
1,2026-07-08,الأربعاء,الفترة المسائية,5,5,سر الدواء للأدوية,B,36a50eee-4134-4883-a0a8-f99b87c16534
2,2026-07-15,الأربعاء,الفترة المسائية,5,5,سر الدواء للأدوية,B,36a50eee-4134-4883-a0a8-f99b87c16534
3,2026-07-22,الأربعاء,الفترة المسائية,5,5,سر الدواء للأدوية,B,36a50eee-4134-4883-a0a8-f99b87c16534
4,2026-07-29,الأربعاء,الفترة المسائية,5,5,سر الدواء للأدوية,B,36a50eee-4134-4883-a0a8-f99b87c16534
1,2026-07-08,الأربعاء,الفترة المسائية,6,6,شركة الفرقان التجارية,B,67d994a6-8dae-4c21-a46b-8225494588aa
2,2026-07-15,الأربعاء,الفترة المسائية,6,6,شركة الفرقان التجارية,B,67d994a6-8dae-4c21-a46b-8225494588aa
3,2026-07-22,الأربعاء,الفترة المسائية,6,6,شركة الفرقان التجارية,B,67d994a6-8dae-4c21-a46b-8225494588aa
4,2026-07-29,الأربعاء,الفترة المسائية,6,6,شركة الفرقان التجارية,B,67d994a6-8dae-4c21-a46b-8225494588aa
1,2026-07-08,الأربعاء,الفترة المسائية,7,7,شركة غرناطة المحدودة,B,5ac60554-1037-4025-8241-fb5b8a631d3e
2,2026-07-15,الأربعاء,الفترة المسائية,7,7,شركة غرناطة المحدودة,B,5ac60554-1037-4025-8241-fb5b8a631d3e
3,2026-07-22,الأربعاء,الفترة المسائية,7,7,شركة غرناطة المحدودة,B,5ac60554-1037-4025-8241-fb5b8a631d3e
4,2026-07-29,الأربعاء,الفترة المسائية,7,7,شركة غرناطة المحدودة,B,5ac60554-1037-4025-8241-fb5b8a631d3e
1,2026-07-08,الأربعاء,الفترة المسائية,8,8,ليدر فارما للأدوية,B,217def25-298b-49ca-8225-02f748aa4ee9
2,2026-07-15,الأربعاء,الفترة المسائية,8,8,ليدر فارما للأدوية,B,217def25-298b-49ca-8225-02f748aa4ee9
3,2026-07-22,الأربعاء,الفترة المسائية,8,8,ليدر فارما للأدوية,B,217def25-298b-49ca-8225-02f748aa4ee9
4,2026-07-29,الأربعاء,الفترة المسائية,8,8,ليدر فارما للأدوية,B,217def25-298b-49ca-8225-02f748aa4ee9
1,2026-07-08,الأربعاء,الفترة المسائية,9,9,مؤسسة محمد الشاعر,B,490c9a88-bd06-4325-9ade-23962875e2e3
2,2026-07-15,الأربعاء,الفترة المسائية,9,9,مؤسسة محمد الشاعر,B,490c9a88-bd06-4325-9ade-23962875e2e3
3,2026-07-22,الأربعاء,الفترة المسائية,9,9,مؤسسة محمد الشاعر,B,490c9a88-bd06-4325-9ade-23962875e2e3
4,2026-07-29,الأربعاء,الفترة المسائية,9,9,مؤسسة محمد الشاعر,B,490c9a88-bd06-4325-9ade-23962875e2e3
1,2026-07-08,الأربعاء,الفترة المسائية,10,10,محمد الجوهري,B,17f627a6-5fab-4b3e-9606-b73d772cb071
2,2026-07-15,الأربعاء,الفترة المسائية,10,10,محمد الجوهري,B,17f627a6-5fab-4b3e-9606-b73d772cb071
3,2026-07-22,الأربعاء,الفترة المسائية,10,10,محمد الجوهري,B,17f627a6-5fab-4b3e-9606-b73d772cb071
4,2026-07-29,الأربعاء,الفترة المسائية,10,10,محمد الجوهري,B,17f627a6-5fab-4b3e-9606-b73d772cb071
1,2026-07-08,الأربعاء,الفترة المسائية,11,1,هم حضرموت للاستيراد,A,5c3c4b98-13b6-40ff-819c-ad464c080299
2,2026-07-15,الأربعاء,الفترة المسائية,11,1,هم حضرموت للاستيراد,A,5c3c4b98-13b6-40ff-819c-ad464c080299
3,2026-07-22,الأربعاء,الفترة المسائية,11,1,هم حضرموت للاستيراد,A,5c3c4b98-13b6-40ff-819c-ad464c080299
4,2026-07-29,الأربعاء,الفترة المسائية,11,1,هم حضرموت للاستيراد,A,5c3c4b98-13b6-40ff-819c-ad464c080299
