week,date,day,shift,base_day,base_shift,slot,legacy_slot,company,tier,company_id
1,2026-07-04,السبت,الفترة الصباحية,1,MORNING,1,1,ابو راغب فارما,UNRATED,ec3cfbd7-e8a4-4b9c-b03a-641b07d5d2c4
2,2026-07-12,الأحد,الفترة المسائية,1,MORNING,1,1,ابو راغب فارما,UNRATED,ec3cfbd7-e8a4-4b9c-b03a-641b07d5d2c4
3,2026-07-20,الإثنين,الفترة الصباحية,1,MORNING,1,1,ابو راغب فارما,UNRATED,ec3cfbd7-e8a4-4b9c-b03a-641b07d5d2c4
4,2026-07-28,الثلاثاء,الفترة المسائية,1,MORNING,1,1,ابو راغب فارما,UNRATED,ec3cfbd7-e8a4-4b9c-b03a-641b07d5d2c4
1,2026-07-04,السبت,الفترة الصباحية,1,MORNING,2,2,الدهبلي للادوية,UNRATED,972bc40f-3352-4e08-b7c4-00fdd7efbf3d
2,2026-07-12,الأحد,الفترة المسائية,1,MORNING,2,2,الدهبلي للادوية,UNRATED,972bc40f-3352-4e08-b7c4-00fdd7efbf3d
3,2026-07-20,الإثنين,الفترة الصباحية,1,MORNING,2,2,الدهبلي للادوية,UNRATED,972bc40f-3352-4e08-b7c4-00fdd7efbf3d
4,2026-07-28,الثلاثاء,الفترة المسائية,1,MORNING,2,2,الدهبلي للادوية,UNRATED,972bc40f-3352-4e08-b7c4-00fdd7efbf3d
1,2026-07-04,السبت,الفترة الصباحية,1,MORNING,3,3,العيفري للأدوية,UNRATED,a00398d6-737a-4377-b36e-db806bebd2ac
2,2026-07-12,الأحد,الفترة المسائية,1,MORNING,3,3,العيفري للأدوية,UNRATED,a00398d6-737a-4377-b36e-db806bebd2ac
3,2026-07-20,الإثنين,الفترة الصباحية,1,MORNING,3,3,العيفري للأدوية,UNRATED,a00398d6-737a-4377-b36e-db806bebd2ac
4,2026-07-28,الثلاثاء,الفترة المسائية,1,MORNING,3,3,العيفري للأدوية,UNRATED,a00398d6-737a-4377-b36e-db806bebd2ac
1,2026-07-04,السبت,الفترة الصباحية,1,MORNING,4,4,النبيل للأدوية,UNRATED,b6149a8d-bdca-4921-b993-e8433ca9034e
2,2026-07-12,الأحد,الفترة المسائية,1,MORNING,4,4,النبيل للأدوية,UNRATED,b6149a8d-bdca-4921-b993-e8433ca9034e
3,2026-07-20,الإثنين,الفترة الصباحية,1,MORNING,4,4,النبيل للأدوية,UNRATED,b6149a8d-bdca-4921-b993-e8433ca9034e
4,2026-07-28,الثلاثاء,الفترة المسائية,1,MORNING,4,4,النبيل للأدوية,UNRATED,b6149a8d-bdca-4921-b993-e8433ca9034e
1,2026-07-04,السبت,الفترة الصباحية,1,MORNING,5,5,تيبكال ميديكال,UNRATED,8286bf66-8b5c-4b50-afe1-1c20fdc5960b
2,2026-07-12,الأحد,الفترة المسائية,1,MORNING,5,5,تيبكال ميديكال,UNRATED,8286bf66-8b5c-4b50-afe1-1c20fdc5960b
3,2026-07-20,الإثنين,الفترة الصباحية,1,MORNING,5,5,تيبكال ميديكال,UNRATED,8286bf66-8b5c-4b50-afe1-1c20fdc5960b
4,2026-07-28,الثلاثاء,الفترة المسائية,1,MORNING,5,5,تيبكال ميديكال,UNRATED,8286bf66-8b5c-4b50-afe1-1c20fdc5960b
1,2026-07-04,السبت,الفترة الصباحية,1,MORNING,6,6,سمارتي للأدوية,UNRATED,ef465f1c-022d-4713-9203-860d8f4b6c34
2,2026-07-12,الأحد,الفترة المسائية,1,MORNING,6,6,سمارتي للأدوية,UNRATED,ef465f1c-022d-4713-9203-860d8f4b6c34
3,2026-07-20,الإثنين,الفترة الصباحية,1,MORNING,6,6,سمارتي للأدوية,UNRATED,ef465f1c-022d-4713-9203-860d8f4b6c34
4,2026-07-28,الثلاثاء,الفترة المسائية,1,MORNING,6,6,سمارتي للأدوية,UNRATED,ef465f1c-022d-4713-9203-860d8f4b6c34
1,2026-07-04,السبت,الفترة الصباحية,1,MORNING,7,7,شركة المحضار اخوان,UNRATED,3a69036d-106d-4f24-ad64-86fd80c8fc88
2,2026-07-12,الأحد,الفترة المسائية,1,MORNING,7,7,شركة المحضار اخوان,UNRATED,3a69036d-106d-4f24-ad64-86fd80c8fc88
3,2026-07-20,الإثنين,الفترة الصباحية,1,MORNING,7,7,شركة المحضار اخوان,UNRATED,3a69036d-106d-4f24-ad64-86fd80c8fc88
4,2026-07-28,الثلاثاء,الفترة المسائية,1,MORNING,7,7,شركة المحضار اخوان,UNRATED,3a69036d-106d-4f24-ad64-86fd80c8fc88
1,2026-07-04,السبت,الفترة الصباحية,1,MORNING,8,8,شركة لوتن للأدوية,UNRATED,fe9fae6f-3015-4932-aa44-4e2ac3ccfc15
2,2026-07-12,الأحد,الفترة المسائية,1,MORNING,8,8,شركة لوتن للأدوية,UNRATED,fe9fae6f-3015-4932-aa44-4e2ac3ccfc15
3,2026-07-20,الإثنين,الفترة الصباحية,1,MORNING,8,8,شركة لوتن للأدوية,UNRATED,fe9fae6f-3015-4932-aa44-4e2ac3ccfc15
4,2026-07-28,الثلاثاء,الفترة المسائية,1,MORNING,8,8,شركة لوتن للأدوية,UNRATED,fe9fae6f-3015-4932-aa44-4e2ac3ccfc15
1,2026-07-04,السبت,الفترة الصباحية,1,MORNING,9,9,مؤسسة ابن القادري,UNRATED,8fc42a1e-3cc5-4ab6-8be7-d4f2719a1b98
2,2026-07-12,الأحد,الفترة المسائية,1,MORNING,9,9,مؤسسة ابن القادري,UNRATED,8fc42a1e-3cc5-4ab6-8be7-d4f2719a1b98
3,2026-07-20,الإثنين,الفترة الصباحية,1,MORNING,9,9,مؤسسة ابن القادري,UNRATED,8fc42a1e-3cc5-4ab6-8be7-d4f2719a1b98
4,2026-07-28,الثلاثاء,الفترة المسائية,1,MORNING,9,9,مؤسسة ابن القادري,UNRATED,8fc42a1e-3cc5-4ab6-8be7-d4f2719a1b98
1,2026-07-04,السبت,الفترة الصباحية,1,MORNING,10,10,مؤسسة محمد عبد الفتاح,UNRATED,9c2591b4-fb25-491c-9c19-141b318f5b5e
2,2026-07-12,الأحد,الفترة المسائية,1,MORNING,10,10,مؤسسة محمد عبد الفتاح,UNRATED,9c2591b4-fb25-491c-9c19-141b318f5b5e
3,2026-07-20,الإثنين,الفترة الصباحية,1,MORNING,10,10,مؤسسة محمد عبد الفتاح,UNRATED,9c2591b4-fb25-491c-9c19-141b318f5b5e
4,2026-07-28,الثلاثاء,الفترة المسائية,1,MORNING,10,10,مؤسسة محمد عبد الفتاح,UNRATED,9c2591b4-fb25-491c-9c19-141b318f5b5e
1,2026-07-04,السبت,الفترة الصباحية,1,MORNING,11,1,مخازن الزبيدي للأدوية,UNRATED,bb3e99b8-d4c0-481b-90b9-fb9324cf01e0
2,2026-07-12,الأحد,الفترة المسائية,1,MORNING,11,1,مخازن الزبيدي للأدوية,UNRATED,bb3e99b8-d4c0-481b-90b9-fb9324cf01e0
3,2026-07-20,الإثنين,الفترة الصباحية,1,MORNING,11,1,مخازن الزبيدي للأدوية,UNRATED,bb3e99b8-d4c0-481b-90b9-fb9324cf01e0
4,2026-07-28,الثلاثاء,الفترة المسائية,1,MORNING,11,1,مخازن الزبيدي للأدوية,UNRATED,bb3e99b8-d4c0-481b-90b9-fb9324cf01e0
1,2026-07-04,السبت,الفترة الصباحية,1,MORNING,12,2,هيلث كير,UNRATED,3658b2bc-3de0-4369-b116-d62a2428cea3
2,2026-07-12,الأحد,الفترة المسائية,1,MORNING,12,2,هيلث كير,UNRATED,3658b2bc-3de0-4369-b116-d62a2428cea3
3,2026-07-20,الإثنين,الفترة الصباحية,1,MORNING,12,2,هيلث كير,UNRATED,3658b2bc-3de0-4369-b116-d62a2428cea3
4,2026-07-28,الثلاثاء,الفترة المسائية,1,MORNING,12,2,هيلث كير,UNRATED,3658b2bc-3de0-4369-b116-d62a2428cea3
1,2026-07-04,السبت,الفترة المسائية,1,EVENING,1,1,احمد فارما,UNRATED,97ac057a-2c42-4e97-b660-e96507ab331e
2,2026-07-12,الأحد,الفترة الصباحية,1,EVENING,1,1,احمد فارما,UNRATED,97ac057a-2c42-4e97-b660-e96507ab331e
3,2026-07-20,الإثنين,الفترة المسائية,1,EVENING,1,1,احمد فارما,UNRATED,97ac057a-2c42-4e97-b660-e96507ab331e
4,2026-07-28,الثلاثاء,الفترة الصباحية,1,EVENING,1,1,احمد فارما,UNRATED,97ac057a-2c42-4e97-b660-e96507ab331e
1,2026-07-04,السبت,الفترة المسائية,1,EVENING,2,2,الدواء ميديكال,UNRATED,7fb06b77-5a27-429b-a057-f8fe9d28b9d2
2,2026-07-12,الأحد,الفترة الصباحية,1,EVENING,2,2,الدواء ميديكال,UNRATED,7fb06b77-5a27-429b-a057-f8fe9d28b9d2
3,2026-07-20,الإثنين,الفترة المسائية,1,EVENING,2,2,الدواء ميديكال,UNRATED,7fb06b77-5a27-429b-a057-f8fe9d28b9d2
4,2026-07-28,الثلاثاء,الفترة الصباحية,1,EVENING,2,2,الدواء ميديكال,UNRATED,7fb06b77-5a27-429b-a057-f8fe9d28b9d2
1,2026-07-04,السبت,الفترة المسائية,1,EVENING,3,3,الغزالي للأدوية,UNRATED,8f6f3ac6-6f8b-44ec-bd20-92b3c1db7554
2,2026-07-12,الأحد,الفترة الصباحية,1,EVENING,3,3,الغزالي للأدوية,UNRATED,8f6f3ac6-6f8b-44ec-bd20-92b3c1db7554
3,2026-07-20,الإثنين,الفترة المسائية,1,EVENING,3,3,الغزالي للأدوية,UNRATED,8f6f3ac6-6f8b-44ec-bd20-92b3c1db7554
4,2026-07-28,الثلاثاء,الفترة الصباحية,1,EVENING,3,3,الغزالي للأدوية,UNRATED,8f6f3ac6-6f8b-44ec-bd20-92b3c1db7554
1,2026-07-04,السبت,الفترة المسائية,1,EVENING,4,4,النور جميع الاقسام,UNRATED,d1573921-bb92-4c5f-b933-c3105110833c
2,2026-07-12,الأحد,الفترة الصباحية,1,EVENING,4,4,النور جميع الاقسام,UNRATED,d1573921-bb92-4c5f-b933-c3105110833c
3,2026-07-20,الإثنين,الفترة المسائية,1,EVENING,4,4,النور جميع الاقسام,UNRATED,d1573921-bb92-4c5f-b933-c3105110833c
4,2026-07-28,الثلاثاء,الفترة الصباحية,1,EVENING,4,4,النور جميع الاقسام,UNRATED,d1573921-bb92-4c5f-b933-c3105110833c
1,2026-07-04,السبت,الفترة المسائية,1,EVENING,5,5,جوبان فارما,UNRATED,3077b089-bd43-4fb7-ad62-e3df5727cee5
2,2026-07-12,الأحد,الفترة الصباحية,1,EVENING,5,5,جوبان فارما,UNRATED,3077b089-bd43-4fb7-ad62-e3df5727cee5
3,2026-07-20,الإثنين,الفترة المسائية,1,EVENING,5,5,جوبان فارما,UNRATED,3077b089-bd43-4fb7-ad62-e3df5727cee5
4,2026-07-28,الثلاثاء,الفترة الصباحية,1,EVENING,5,5,جوبان فارما,UNRATED,3077b089-bd43-4fb7-ad62-e3df5727cee5
1,2026-07-04,السبت,الفترة المسائية,1,EVENING,6,6,شركة إنما فارما,UNRATED,d44a64d0-6606-4748-a30e-b243e46fbd90
2,2026-07-12,الأحد,الفترة الصباحية,1,EVENING,6,6,شركة إنما فارما,UNRATED,d44a64d0-6606-4748-a30e-b243e46fbd90
3,2026-07-20,الإثنين,الفترة المسائية,1,EVENING,6,6,شركة إنما فارما,UNRATED,d44a64d0-6606-4748-a30e-b243e46fbd90
4,2026-07-28,الثلاثاء,الفترة الصباحية,1,EVENING,6,6,شركة إنما فارما,UNRATED,d44a64d0-6606-4748-a30e-b243e46fbd90
1,2026-07-04,السبت,الفترة المسائية,1,EVENING,7,7,شركة الملك للتجارة,UNRATED,15c9f812-bb3d-4172-8d3b-3b67eb201974
2,2026-07-12,الأحد,الفترة الصباحية,1,EVENING,7,7,شركة الملك للتجارة,UNRATED,15c9f812-bb3d-4172-8d3b-3b67eb201974
3,2026-07-20,الإثنين,الفترة المسائية,1,EVENING,7,7,شركة الملك للتجارة,UNRATED,15c9f812-bb3d-4172-8d3b-3b67eb201974
4,2026-07-28,الثلاثاء,الفترة الصباحية,1,EVENING,7,7,شركة الملك للتجارة,UNRATED,15c9f812-bb3d-4172-8d3b-3b67eb201974
1,2026-07-04,السبت,الفترة المسائية,1,EVENING,8,8,شركة نماء فارما,UNRATED,82a9ba48-60c9-4922-bb05-879cd45ab100
2,2026-07-12,الأحد,الفترة الصباحية,1,EVENING,8,8,شركة نماء فارما,UNRATED,82a9ba48-60c9-4922-bb05-879cd45ab100
3,2026-07-20,الإثنين,الفترة المسائية,1,EVENING,8,8,شركة نماء فارما,UNRATED,82a9ba48-60c9-4922-bb05-879cd45ab100
4,2026-07-28,الثلاثاء,الفترة الصباحية,1,EVENING,8,8,شركة نماء فارما,UNRATED,82a9ba48-60c9-4922-bb05-879cd45ab100
1,2026-07-04,السبت,الفترة المسائية,1,EVENING,9,9,مؤسسة الخليج العربي,UNRATED,82328381-4b11-4d80-ab94-44df72d573e5
2,2026-07-12,الأحد,الفترة الصباحية,1,EVENING,9,9,مؤسسة الخليج العربي,UNRATED,82328381-4b11-4d80-ab94-44df72d573e5
3,2026-07-20,الإثنين,الفترة المسائية,1,EVENING,9,9,مؤسسة الخليج العربي,UNRATED,82328381-4b11-4d80-ab94-44df72d573e5
4,2026-07-28,الثلاثاء,الفترة الصباحية,1,EVENING,9,9,مؤسسة الخليج العربي,UNRATED,82328381-4b11-4d80-ab94-44df72d573e5
1,2026-07-04,السبت,الفترة المسائية,1,EVENING,10,10,مؤسسة وادي بن علي,UNRATED,f407dea6-280c-4dc9-819c-4fad67d44c7c
2,2026-07-12,الأحد,الفترة الصباحية,1,EVENING,10,10,مؤسسة وادي بن علي,UNRATED,f407dea6-280c-4dc9-819c-4fad67d44c7c
3,2026-07-20,الإثنين,الفترة المسائية,1,EVENING,10,10,مؤسسة وادي بن علي,UNRATED,f407dea6-280c-4dc9-819c-4fad67d44c7c
4,2026-07-28,الثلاثاء,الفترة الصباحية,1,EVENING,10,10,مؤسسة وادي بن علي,UNRATED,f407dea6-280c-4dc9-819c-4fad67d44c7c
1,2026-07-04,السبت,الفترة المسائية,1,EVENING,11,1,مخازن بلقيس جميع الاقسام,UNRATED,2bca6c41-20a2-48d6-aaf6-90d48d0f21fb
2,2026-07-12,الأحد,الفترة الصباحية,1,EVENING,11,1,مخازن بلقيس جميع الاقسام,UNRATED,2bca6c41-20a2-48d6-aaf6-90d48d0f21fb
3,2026-07-20,الإثنين,الفترة المسائية,1,EVENING,11,1,مخازن بلقيس جميع الاقسام,UNRATED,2bca6c41-20a2-48d6-aaf6-90d48d0f21fb
4,2026-07-28,الثلاثاء,الفترة الصباحية,1,EVENING,11,1,مخازن بلقيس جميع الاقسام,UNRATED,2bca6c41-20a2-48d6-aaf6-90d48d0f21fb
1,2026-07-04,السبت,الفترة المسائية,1,EVENING,12,2,هيلثي فارما,UNRATED,1f6425cb-af87-414f-87dd-01a60ca65a48
2,2026-07-12,الأحد,الفترة الصباحية,1,EVENING,12,2,هيلثي فارما,UNRATED,1f6425cb-af87-414f-87dd-01a60ca65a48
3,2026-07-20,الإثنين,الفترة المسائية,1,EVENING,12,2,هيلثي فارما,UNRATED,1f6425cb-af87-414f-87dd-01a60ca65a48
4,2026-07-28,الثلاثاء,الفترة الصباحية,1,EVENING,12,2,هيلثي فارما,UNRATED,1f6425cb-af87-414f-87dd-01a60ca65a48
1,2026-07-05,الأحد,الفترة الصباحية,2,MORNING,1,1,ادفانس كير للأدوية,UNRATED,0b3b4692-b47c-489b-bdee-35c55089db61
2,2026-07-13,الإثنين,الفترة المسائية,2,MORNING,1,1,ادفانس كير للأدوية,UNRATED,0b3b4692-b47c-489b-bdee-35c55089db61
3,2026-07-21,الثلاثاء,الفترة الصباحية,2,MORNING,1,1,ادفانس كير للأدوية,UNRATED,0b3b4692-b47c-489b-bdee-35c55089db61
4,2026-07-29,الأربعاء,الفترة المسائية,2,MORNING,1,1,ادفانس كير للأدوية,UNRATED,0b3b4692-b47c-489b-bdee-35c55089db61
1,2026-07-05,الأحد,الفترة الصباحية,2,MORNING,2,2,الزغير فارما,UNRATED,dfd449e2-8267-4001-bef2-60138f7e8382
2,2026-07-13,الإثنين,الفترة المسائية,2,MORNING,2,2,الزغير فارما,UNRATED,dfd449e2-8267-4001-bef2-60138f7e8382
3,2026-07-21,الثلاثاء,الفترة الصباحية,2,MORNING,2,2,الزغير فارما,UNRATED,dfd449e2-8267-4001-bef2-60138f7e8382
4,2026-07-29,الأربعاء,الفترة المسائية,2,MORNING,2,2,الزغير فارما,UNRATED,dfd449e2-8267-4001-bef2-60138f7e8382
1,2026-07-05,الأحد,الفترة الصباحية,2,MORNING,3,3,الفهد فارما,UNRATED,7ee403ab-b25a-4152-8dd6-ab81c9ebe227
2,2026-07-13,الإثنين,الفترة المسائية,2,MORNING,3,3,الفهد فارما,UNRATED,7ee403ab-b25a-4152-8dd6-ab81c9ebe227
3,2026-07-21,الثلاثاء,الفترة الصباحية,2,MORNING,3,3,الفهد فارما,UNRATED,7ee403ab-b25a-4152-8dd6-ab81c9ebe227
4,2026-07-29,الأربعاء,الفترة المسائية,2,MORNING,3,3,الفهد فارما,UNRATED,7ee403ab-b25a-4152-8dd6-ab81c9ebe227
1,2026-07-05,الأحد,الفترة الصباحية,2,MORNING,4,4,الوطنية للأدوية,UNRATED,aa458955-cdfe-46d9-8b48-249716ce1d6c
2,2026-07-13,الإثنين,الفترة المسائية,2,MORNING,4,4,الوطنية للأدوية,UNRATED,aa458955-cdfe-46d9-8b48-249716ce1d6c
3,2026-07-21,الثلاثاء,الفترة الصباحية,2,MORNING,4,4,الوطنية للأدوية,UNRATED,aa458955-cdfe-46d9-8b48-249716ce1d6c
4,2026-07-29,الأربعاء,الفترة المسائية,2,MORNING,4,4,الوطنية للأدوية,UNRATED,aa458955-cdfe-46d9-8b48-249716ce1d6c
1,2026-07-05,الأحد,الفترة الصباحية,2,MORNING,5,5,ذا بست كير للأدوية,UNRATED,ff6469f8-e9a3-4a35-a6e2-7a7f7d73657e
2,2026-07-13,الإثنين,الفترة المسائية,2,MORNING,5,5,ذا بست كير للأدوية,UNRATED,ff6469f8-e9a3-4a35-a6e2-7a7f7d73657e
3,2026-07-21,الثلاثاء,الفترة الصباحية,2,MORNING,5,5,ذا بست كير للأدوية,UNRATED,ff6469f8-e9a3-4a35-a6e2-7a7f7d73657e
4,2026-07-29,الأربعاء,الفترة المسائية,2,MORNING,5,5,ذا بست كير للأدوية,UNRATED,ff6469f8-e9a3-4a35-a6e2-7a7f7d73657e
1,2026-07-05,الأحد,الفترة الصباحية,2,MORNING,6,6,شركة ارض الجنتين جميع الاقسام,UNRATED,8bb51a16-7138-4619-b6ef-9a6121b4b08d
2,2026-07-13,الإثنين,الفترة المسائية,2,MORNING,6,6,شركة ارض الجنتين جميع الاقسام,UNRATED,8bb51a16-7138-4619-b6ef-9a6121b4b08d
3,2026-07-21,الثلاثاء,الفترة الصباحية,2,MORNING,6,6,شركة ارض الجنتين جميع الاقسام,UNRATED,8bb51a16-7138-4619-b6ef-9a6121b4b08d
4,2026-07-29,الأربعاء,الفترة المسائية,2,MORNING,6,6,شركة ارض الجنتين جميع الاقسام,UNRATED,8bb51a16-7138-4619-b6ef-9a6121b4b08d
1,2026-07-05,الأحد,الفترة الصباحية,2,MORNING,7,7,شركة النهدي الطبية,UNRATED,b1388817-f132-4d84-a720-1f7f5f461128
2,2026-07-13,الإثنين,الفترة المسائية,2,MORNING,7,7,شركة النهدي الطبية,UNRATED,b1388817-f132-4d84-a720-1f7f5f461128
3,2026-07-21,الثلاثاء,الفترة الصباحية,2,MORNING,7,7,شركة النهدي الطبية,UNRATED,b1388817-f132-4d84-a720-1f7f5f461128
4,2026-07-29,الأربعاء,الفترة المسائية,2,MORNING,7,7,شركة النهدي الطبية,UNRATED,b1388817-f132-4d84-a720-1f7f5f461128
1,2026-07-05,الأحد,الفترة الصباحية,2,MORNING,8,8,شمس الجزيرة للأدوية,UNRATED,eafa85a4-7616-45e7-ae86-71bd3243dd10
2,2026-07-13,الإثنين,الفترة المسائية,2,MORNING,8,8,شمس الجزيرة للأدوية,UNRATED,eafa85a4-7616-45e7-ae86-71bd3243dd10
3,2026-07-21,الثلاثاء,الفترة الصباحية,2,MORNING,8,8,شمس الجزيرة للأدوية,UNRATED,eafa85a4-7616-45e7-ae86-71bd3243dd10
4,2026-07-29,الأربعاء,الفترة المسائية,2,MORNING,8,8,شمس الجزيرة للأدوية,UNRATED,eafa85a4-7616-45e7-ae86-71bd3243dd10
1,2026-07-05,الأحد,الفترة الصباحية,2,MORNING,9,9,مؤسسة الرمال للأدوية,UNRATED,bea88387-6b77-435b-a921-b5b30285b796
2,2026-07-13,الإثنين,الفترة المسائية,2,MORNING,9,9,مؤسسة الرمال للأدوية,UNRATED,bea88387-6b77-435b-a921-b5b30285b796
3,2026-07-21,الثلاثاء,الفترة الصباحية,2,MORNING,9,9,مؤسسة الرمال للأدوية,UNRATED,bea88387-6b77-435b-a921-b5b30285b796
4,2026-07-29,الأربعاء,الفترة المسائية,2,MORNING,9,9,مؤسسة الرمال للأدوية,UNRATED,bea88387-6b77-435b-a921-b5b30285b796
1,2026-07-05,الأحد,الفترة الصباحية,2,MORNING,10,10,ماف فارما للصناعات,UNRATED,31e0ad22-214b-4fe4-8737-aeaf848e5545
2,2026-07-13,الإثنين,الفترة المسائية,2,MORNING,10,10,ماف فارما للصناعات,UNRATED,31e0ad22-214b-4fe4-8737-aeaf848e5545
3,2026-07-21,الثلاثاء,الفترة الصباحية,2,MORNING,10,10,ماف فارما للصناعات,UNRATED,31e0ad22-214b-4fe4-8737-aeaf848e5545
4,2026-07-29,الأربعاء,الفترة المسائية,2,MORNING,10,10,ماف فارما للصناعات,UNRATED,31e0ad22-214b-4fe4-8737-aeaf848e5545
1,2026-07-05,الأحد,الفترة الصباحية,2,MORNING,11,1,مدينة سام للتجارة,UNRATED,b5b8e737-015d-48b4-84d7-5afcda7f4162
2,2026-07-13,الإثنين,الفترة المسائية,2,MORNING,11,1,مدينة سام للتجارة,UNRATED,b5b8e737-015d-48b4-84d7-5afcda7f4162
3,2026-07-21,الثلاثاء,الفترة الصباحية,2,MORNING,11,1,مدينة سام للتجارة,UNRATED,b5b8e737-015d-48b4-84d7-5afcda7f4162
4,2026-07-29,الأربعاء,الفترة المسائية,2,MORNING,11,1,مدينة سام للتجارة,UNRATED,b5b8e737-015d-48b4-84d7-5afcda7f4162
1,2026-07-05,الأحد,الفترة الصباحية,2,MORNING,12,2,وكالة ثمار الوفاء للأدوية,UNRATED,b0b31b76-17fc-4aa5-beac-4dde91bf1310
2,2026-07-13,الإثنين,الفترة المسائية,2,MORNING,12,2,وكالة ثمار الوفاء للأدوية,UNRATED,b0b31b76-17fc-4aa5-beac-4dde91bf1310
3,2026-07-21,الثلاثاء,الفترة الصباحية,2,MORNING,12,2,وكالة ثمار الوفاء للأدوية,UNRATED,b0b31b76-17fc-4aa5-beac-4dde91bf1310
4,2026-07-29,الأربعاء,الفترة المسائية,2,MORNING,12,2,وكالة ثمار الوفاء للأدوية,UNRATED,b0b31b76-17fc-4aa5-beac-4dde91bf1310
1,2026-07-05,الأحد,الفترة المسائية,2,EVENING,1,1,ارض الريادة للاستيراد,UNRATED,c6d8ede5-ccce-4972-9283-e8189e64ec4f
2,2026-07-13,الإثنين,الفترة الصباحية,2,EVENING,1,1,ارض الريادة للاستيراد,UNRATED,c6d8ede5-ccce-4972-9283-e8189e64ec4f
3,2026-07-21,الثلاثاء,الفترة المسائية,2,EVENING,1,1,ارض الريادة للاستيراد,UNRATED,c6d8ede5-ccce-4972-9283-e8189e64ec4f
4,2026-07-29,الأربعاء,الفترة الصباحية,2,EVENING,1,1,ارض الريادة للاستيراد,UNRATED,c6d8ede5-ccce-4972-9283-e8189e64ec4f
1,2026-07-05,الأحد,الفترة المسائية,2,EVENING,2,2,السريحي للأدوية,UNRATED,276bee2e-7351-4395-900c-b747e3005a84
2,2026-07-13,الإثنين,الفترة الصباحية,2,EVENING,2,2,السريحي للأدوية,UNRATED,276bee2e-7351-4395-900c-b747e3005a84
3,2026-07-21,الثلاثاء,الفترة المسائية,2,EVENING,2,2,السريحي للأدوية,UNRATED,276bee2e-7351-4395-900c-b747e3005a84
4,2026-07-29,الأربعاء,الفترة الصباحية,2,EVENING,2,2,السريحي للأدوية,UNRATED,276bee2e-7351-4395-900c-b747e3005a84
1,2026-07-05,الأحد,الفترة المسائية,2,EVENING,3,3,القاهرة لتجارة الأدوية,UNRATED,63447209-366a-4fc9-aaa9-7893ae8ea8d5
2,2026-07-13,الإثنين,الفترة الصباحية,2,EVENING,3,3,القاهرة لتجارة الأدوية,UNRATED,63447209-366a-4fc9-aaa9-7893ae8ea8d5
3,2026-07-21,الثلاثاء,الفترة المسائية,2,EVENING,3,3,القاهرة لتجارة الأدوية,UNRATED,63447209-366a-4fc9-aaa9-7893ae8ea8d5
4,2026-07-29,الأربعاء,الفترة الصباحية,2,EVENING,3,3,القاهرة لتجارة الأدوية,UNRATED,63447209-366a-4fc9-aaa9-7893ae8ea8d5
1,2026-07-05,الأحد,الفترة المسائية,2,EVENING,4,4,اميال قسم جلينمارك,UNRATED,ff6e90c9-84a4-49f1-a949-dd219fe4e70d
2,2026-07-13,الإثنين,الفترة الصباحية,2,EVENING,4,4,اميال قسم جلينمارك,UNRATED,ff6e90c9-84a4-49f1-a949-dd219fe4e70d
3,2026-07-21,الثلاثاء,الفترة المسائية,2,EVENING,4,4,اميال قسم جلينمارك,UNRATED,ff6e90c9-84a4-49f1-a949-dd219fe4e70d
4,2026-07-29,الأربعاء,الفترة الصباحية,2,EVENING,4,4,اميال قسم جلينمارك,UNRATED,ff6e90c9-84a4-49f1-a949-dd219fe4e70d
1,2026-07-05,الأحد,الفترة المسائية,2,EVENING,5,5,رواد الدواء,UNRATED,681f0425-2362-4738-adab-ede864948cdd
2,2026-07-13,الإثنين,الفترة الصباحية,2,EVENING,5,5,رواد الدواء,UNRATED,681f0425-2362-4738-adab-ede864948cdd
3,2026-07-21,الثلاثاء,الفترة المسائية,2,EVENING,5,5,رواد الدواء,UNRATED,681f0425-2362-4738-adab-ede864948cdd
4,2026-07-29,الأربعاء,الفترة الصباحية,2,EVENING,5,5,رواد الدواء,UNRATED,681f0425-2362-4738-adab-ede864948cdd
1,2026-07-05,الأحد,الفترة المسائية,2,EVENING,6,6,شركة الأمل الطبية,UNRATED,d6bbba91-c72f-4753-ad71-680336d4db24
2,2026-07-13,الإثنين,الفترة الصباحية,2,EVENING,6,6,شركة الأمل الطبية,UNRATED,d6bbba91-c72f-4753-ad71-680336d4db24
3,2026-07-21,الثلاثاء,الفترة المسائية,2,EVENING,6,6,شركة الأمل الطبية,UNRATED,d6bbba91-c72f-4753-ad71-680336d4db24
4,2026-07-29,الأربعاء,الفترة الصباحية,2,EVENING,6,6,شركة الأمل الطبية,UNRATED,d6bbba91-c72f-4753-ad71-680336d4db24
1,2026-07-05,الأحد,الفترة المسائية,2,EVENING,7,7,شركة اليمان فارما,UNRATED,f1cadd63-ea4a-44d2-8646-21eb24975187
2,2026-07-13,الإثنين,الفترة الصباحية,2,EVENING,7,7,شركة اليمان فارما,UNRATED,f1cadd63-ea4a-44d2-8646-21eb24975187
3,2026-07-21,الثلاثاء,الفترة المسائية,2,EVENING,7,7,شركة اليمان فارما,UNRATED,f1cadd63-ea4a-44d2-8646-21eb24975187
4,2026-07-29,الأربعاء,الفترة الصباحية,2,EVENING,7,7,شركة اليمان فارما,UNRATED,f1cadd63-ea4a-44d2-8646-21eb24975187
